id,title,publisher,url,kind,note,visibility,checked_at
src-v230-jra-2025,日本ご当地ラーメン一覧 2025,一般社団法人 日本ラーメン協会,https://ramen-kyokai.jp/gotouchi_ramen_map/index.php,industry_association,日本のご当地ラーメン185件の名称・地域と、ご当地ラーメンの位置づけの確認,public,2026-08-10
src-v230-ramenmuseum-sapporo,全国ご当地ラーメン - 札幌ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_sapporo.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-asahikawa,全国ご当地ラーメン - 旭川ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_asahikawa.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-hakodade,全国ご当地ラーメン - 函館ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_hakodade.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-yonezawa,全国ご当地ラーメン - 米沢ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_yonezawa.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-shirakawa,全国ご当地ラーメン - 白河ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_shirakawa.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-sano,全国ご当地ラーメン - 佐野ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_sano.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-kitakata,全国ご当地ラーメン - 喜多方ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_kitakata.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-tokyo,全国ご当地ラーメン - 東京ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_tokyo.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-yokohama,全国ご当地ラーメン - 家系ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_yokohama.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-takayama,全国ご当地ラーメン - 高山ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_takayama.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
src-v230-ramenmuseum-kyoto,全国ご当地ラーメン - 京都ラーメン,新横浜ラーメン博物館,https://www.raumen.co.jp/rapedia/study_japan/study_raumen_kyoto.html,professional_reference,麺、スープ、たれ、具材、地域的特徴の手動レビューに使用,public,2026-08-10
